0,no
1,yes
2,no
3,yes
4,no
5,no
6,no
7,no
8,no
9,yes
10,no
11,no
12,no
13,no
14,no
15,yes
16,no
17,yes
18,no
19,no
20,no
21,no
22,no
23,no
24,no
25,no
26,no
27,yes
28,yes
29,no
30,no
31,no
32,no
33,no
34,no
35,no
36,no
37,yes
38,no
39,no
40,no
41,no
42,no
43,no
44,yes
45,no
46,yes
47,no
48,yes
49,yes
50,no
51,no
52,no
53,no
54,no
55,no
56,no
57,no
58,no
59,yes
60,no
61,no
62,yes
63,yes
64,no
65,yes
66,no
67,no
68,no
69,no
70,yes
71,no
72,yes
73,no
74,no
75,no
76,no
77,no
78,no
79,no
80,yes
81,no
82,no
83,no
84,no
85,yes
86,no
87,no
88,no
89,no
90,yes
91,no
92,no
93,no
94,no
95,no
96,no
97,no
98,no
99,no
