0,yes
1,yes
2,yes
3,yes
4,no
5,no
6,no
7,no
8,yes
9,yes
10,no
11,no
12,yes
13,no
14,no
15,yes
16,yes
17,no
18,no
19,yes
20,no
21,no
22,yes
23,no
24,no
25,no
26,no
27,no
28,no
29,no
30,yes
31,no
32,yes
33,no
34,no
35,yes
36,no
37,yes
38,no
39,no
40,no
41,no
42,no
43,no
44,yes
45,no
46,no
47,no
48,no
49,no
50,no
51,yes
52,yes
53,yes
54,yes
55,yes
56,no
57,no
58,no
59,no
60,no
61,no
62,no
63,no
64,no
65,yes
66,yes
67,no
68,yes
69,yes
70,no
71,no
72,no
73,no
74,yes
75,no
76,no
77,no
78,no
79,no
80,yes
81,no
82,yes
83,no
84,no
85,yes
86,no
87,no
88,yes
89,yes
90,no
91,no
92,yes
93,no
94,no
95,no
96,no
97,no
98,no
99,yes
