0,no
1,no
2,unknown
3,unknown
4,no
5,unknown
6,unknown
7,unknown
8,unknown
9,unknown
10,no
11,unknown
12,unknown
13,unknown
14,no
15,no
16,unknown
17,unknown
18,no
19,unknown
20,unknown
21,unknown
22,no
23,no
24,no
25,unknown
26,unknown
27,no
28,unknown
29,no
30,unknown
31,unknown
32,no
33,no
34,no
35,unknown
36,unknown
37,unknown
38,no
39,unknown
40,unknown
41,no
42,unknown
43,no
44,unknown
45,no
46,no
47,no
48,unknown
49,no
50,no
51,unknown
52,unknown
53,no
54,unknown
55,unknown
56,unknown
57,no
58,unknown
59,no
60,unknown
61,unknown
62,unknown
63,unknown
64,unknown
65,unknown
66,unknown
67,unknown
68,unknown
69,unknown
70,no
71,no
72,unknown
73,no
74,unknown
75,no
76,no
77,no
78,no
79,unknown
80,no
81,unknown
82,unknown
83,unknown
84,no
85,unknown
86,unknown
87,no
88,no
89,unknown
90,unknown
91,unknown
92,no
93,unknown
94,unknown
95,unknown
96,no
97,unknown
98,no
99,no
