0,no
1,yes
2,yes
3,yes
4,no
5,no
6,no
7,no
8,no
9,no
10,no
11,yes
12,no
13,no
14,no
15,no
16,no
17,yes
18,no
19,yes
20,yes
21,yes
22,yes
23,yes
24,yes
25,no
26,yes
27,no
28,no
29,yes
30,no
31,no
32,no
33,no
34,no
35,no
36,yes
37,no
38,yes
39,no
40,no
41,yes
42,no
43,no
44,no
45,no
46,yes
47,yes
48,no
49,yes
50,yes
51,no
52,no
53,no
54,yes
55,no
56,yes
57,yes
58,no
59,no
60,no
61,yes
62,no
63,yes
64,yes
65,no
66,no
67,yes
68,no
69,no
70,no
71,yes
72,no
73,yes
74,no
75,no
76,yes
77,no
78,yes
79,no
80,no
81,no
82,no
83,yes
84,yes
85,no
86,no
87,yes
88,yes
89,no
90,yes
91,yes
92,yes
93,yes
94,no
95,no
96,no
97,no
98,no
99,no
