0,no
1,unknown
2,unknown
3,unknown
4,no
5,no
6,unknown
7,unknown
8,no
9,unknown
10,no
11,unknown
12,no
13,no
14,no
15,unknown
16,no
17,unknown
18,unknown
19,unknown
20,no
21,unknown
22,unknown
23,unknown
24,no
25,no
26,no
27,unknown
28,no
29,unknown
30,unknown
31,no
32,unknown
33,no
34,no
35,no
36,no
37,unknown
38,unknown
39,unknown
40,unknown
41,unknown
42,unknown
43,no
44,no
45,no
46,unknown
47,unknown
48,no
49,unknown
50,unknown
51,no
52,no
53,no
54,unknown
55,unknown
56,unknown
57,no
58,no
59,no
60,unknown
61,no
62,no
63,no
64,unknown
65,no
66,no
67,unknown
68,no
69,no
70,unknown
71,unknown
72,no
73,no
74,unknown
75,unknown
76,unknown
77,unknown
78,unknown
79,unknown
80,unknown
81,no
82,no
83,unknown
84,unknown
85,unknown
86,no
87,unknown
88,unknown
89,no
90,no
91,unknown
92,unknown
93,no
94,no
95,unknown
96,unknown
97,no
98,no
99,unknown
