0,no
1,no
2,yes
3,yes
4,no
5,yes
6,yes
7,no
8,no
9,yes
10,no
11,yes
12,no
13,no
14,no
15,no
16,no
17,no
18,no
19,no
20,yes
21,no
22,no
23,yes
24,no
25,no
26,no
27,no
28,no
29,no
30,no
31,no
32,no
33,no
34,no
35,no
36,no
37,yes
38,yes
39,yes
40,yes
41,no
42,no
43,yes
44,yes
45,no
46,no
47,yes
48,no
49,no
50,no
51,no
52,yes
53,yes
54,no
55,yes
56,no
57,no
58,no
59,yes
60,no
61,no
62,yes
63,yes
64,no
65,no
66,no
67,no
68,yes
69,no
70,no
71,yes
72,no
73,no
74,no
75,no
76,no
77,yes
78,no
79,no
80,no
81,no
82,no
83,no
84,yes
85,no
86,no
87,yes
88,yes
89,no
90,no
91,yes
92,no
93,no
94,no
95,no
96,no
97,no
98,no
99,no
