0,no
1,no
2,yes
3,no
4,yes
5,yes
6,yes
7,no
8,no
9,no
10,no
11,yes
12,no
13,no
14,no
15,no
16,no
17,yes
18,no
19,no
20,yes
21,no
22,yes
23,yes
24,yes
25,no
26,no
27,no
28,no
29,no
30,yes
31,yes
32,no
33,no
34,no
35,no
36,yes
37,no
38,yes
39,yes
40,no
41,yes
42,no
43,yes
44,yes
45,yes
46,no
47,yes
48,no
49,yes
50,yes
51,no
52,yes
53,no
54,yes
55,yes
56,yes
57,yes
58,no
59,no
60,no
61,yes
62,yes
63,no
64,yes
65,yes
66,no
67,no
68,no
69,yes
70,no
71,yes
72,no
73,yes
74,no
75,yes
76,yes
77,no
78,yes
79,yes
80,no
81,no
82,no
83,yes
84,yes
85,yes
86,no
87,yes
88,yes
89,no
90,yes
91,yes
92,yes
93,no
94,no
95,yes
96,yes
97,no
98,no
99,no
