0,yes
1,yes
2,yes
3,yes
4,no
5,no
6,no
7,yes
8,no
9,yes
10,no
11,no
12,yes
13,no
14,yes
15,no
16,no
17,no
18,yes
19,yes
20,yes
21,no
22,yes
23,no
24,yes
25,no
26,yes
27,yes
28,no
29,no
30,no
31,no
32,no
33,no
34,no
35,no
36,no
37,yes
38,no
39,no
40,yes
41,no
42,no
43,yes
44,no
45,no
46,no
47,no
48,yes
49,no
50,yes
51,no
52,no
53,no
54,no
55,no
56,no
57,yes
58,yes
59,yes
60,yes
61,no
62,yes
63,yes
64,no
65,no
66,no
67,yes
68,no
69,no
70,yes
71,no
72,yes
73,no
74,yes
75,yes
76,no
77,no
78,no
79,yes
80,yes
81,no
82,no
83,yes
84,yes
85,no
86,yes
87,yes
88,yes
89,yes
90,yes
91,no
92,no
93,yes
94,no
95,no
96,yes
97,yes
98,no
99,yes
