1	2
1	1
2	2
2	1
3	3
3	1
4	4
4	1
5	5
5	1
6	6
6	1
7	7
7	1
8	10
8	9
8	8
8	1
9	7
9	1
10	3
10	1
11	11
11	1
12	12
12	1
13	13
13	1
14	14
14	1
15	7
15	1
16	17
16	16
16	15
16	1
17	21
17	22
17	20
17	19
17	18
17	1
18	7
18	1
19	7
19	1
20	2
20	1
21	7
21	1
22	7
22	1
23	21
23	23
23	20
23	19
23	18
23	1
24	10
24	9
24	8
24	1
25	7
25	1
26	7
26	1
27	24
27	16
27	15
27	1
28	7
28	1
29	25
29	16
29	15
29	1
30	3
30	1
31	26
31	1
32	21
32	27
32	20
32	19
32	18
32	1
33	7
33	1
34	21
34	28
34	20
34	19
34	18
34	1
35	29
35	1
36	32
36	31
36	30
37	33
37	1
38	21
38	34
38	20
38	19
38	18
38	1
39	33
39	1
40	35
40	16
40	15
40	1
41	3
41	1
42	26
42	1
43	37
43	36
43	1
44	38
44	1
45	39
45	36
45	1
46	3
46	1
47	26
47	1
48	21
48	40
48	20
48	19
48	18
48	1
49	41
49	1
50	42
50	1
51	43
51	16
51	15
51	1
52	42
52	1
53	44
53	16
53	15
53	1
54	3
54	1
55	26
55	1
56	21
56	45
56	20
56	19
56	18
56	1
57	7
57	1
58	7
58	1
59	46
59	16
59	15
59	1
60	7
60	1
61	47
61	16
61	15
61	1
62	3
62	1
63	26
63	1
64	21
64	48
64	20
64	19
64	18
64	1
65	7
65	1
66	33
66	1
67	21
67	49
67	20
67	19
67	18
67	1
68	33
68	1
69	42
69	1
70	21
70	50
70	20
70	19
70	18
70	1
71	42
71	1
72	7
72	1
73	21
73	51
73	20
73	19
73	18
73	1
74	7
74	1
75	52
75	16
75	15
75	1
76	3
76	1
77	26
77	1
78	7
78	1
79	53
79	36
79	1
80	3
80	1
81	54
81	1
82	21
82	55
82	20
82	19
82	18
82	1
83	7
83	1
84	33
84	1
85	21
85	56
85	20
85	19
85	18
85	1
86	33
86	1
87	57
87	16
87	15
87	1
88	3
88	1
89	26
89	1
90	58
90	16
90	15
90	1
91	7
91	1
92	42
92	1
93	21
93	59
93	20
93	19
93	18
93	1
94	42
94	1
95	60
95	16
95	15
95	1
96	3
96	1
97	26
97	1
98	61
98	16
98	15
98	1
99	7
99	1
100	21
100	62
100	20
100	19
100	18
100	1
101	4
