61,no,9
63,no,9
66,no,9
67,no,9
69,no,9
73,no,9
74,no,9
75,no,9
77,no,9
78,no,9
79,no,9
81,no,9
83,no,9
85,no,9
86,no,9
87,no,9
89,no,9
91,no,9
93,no,9
95,no,9
97,no,9
99,no,9
100,no,9
102,no,9
104,no,9
106,no,9
108,no,9
109,no,9
110,no,9
111,no,9
114,no,9
115,no,9
116,no,9
117,no,9
118,no,9
121,no,9
126,no,9
127,no,9
128,no,9
129,no,9
130,no,9
132,no,9
133,no,9
134,no,9
135,no,9
136,no,9
138,no,9
142,no,9
143,no,9
144,no,9
146,no,9
147,no,9
148,no,9
149,no,9
150,no,9
151,no,9
152,no,9
153,no,9
154,no,9
156,no,9
158,no,9
159,no,9
160,no,9
