61,no,9
63,no,9
68,no,9
70,no,9
71,no,9
72,no,9
75,no,9
76,no,9
81,no,9
82,no,9
84,no,9
85,no,9
86,no,9
87,no,9
88,no,9
89,no,9
90,no,9
92,no,9
94,no,9
96,no,9
98,no,9
100,no,9
101,no,9
102,no,9
103,no,9
104,no,9
106,no,9
107,no,9
108,no,9
109,no,9
110,no,9
112,no,9
114,no,9
115,no,9
116,no,9
118,no,9
119,no,9
120,no,9
121,no,9
122,no,9
123,no,9
124,no,9
125,no,9
127,no,9
130,no,9
132,no,9
133,no,9
134,no,9
135,no,9
136,no,9
137,no,9
140,no,9
141,no,9
144,no,9
145,no,9
146,no,9
148,no,9
149,no,9
150,no,9
151,no,9
152,no,9
154,no,9
155,no,9
158,no,9
160,no,9
