63,no,9
65,no,9
67,no,9
68,no,9
69,no,9
70,no,9
73,no,9
74,no,9
75,no,9
76,no,9
78,no,9
80,no,9
83,no,9
87,no,9
88,no,9
89,no,9
90,no,9
91,no,9
92,no,9
93,no,9
94,no,9
96,no,9
97,no,9
99,no,9
100,no,9
101,no,9
103,no,9
106,no,9
107,no,9
108,no,9
110,no,9
111,no,9
113,no,9
115,no,9
116,no,9
117,no,9
118,no,9
120,no,9
121,no,9
122,no,9
123,no,9
124,no,9
126,no,9
127,no,9
128,no,9
132,no,9
136,no,9
137,no,9
138,no,9
139,no,9
140,no,9
142,no,9
144,no,9
145,no,9
147,no,9
148,no,9
149,no,9
150,no,9
153,no,9
154,no,9
155,no,9
159,no,9
160,no,9
